uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MS,SRAG,HOSPITAL,"60 - 69",F,7
MS,SRAG,HOSPITAL,"60 - 69",M,9
MT,OUTRAS,AMBULANCIA,"60 - 69",M,1
MT,OUTRAS,DOMICILIO,"60 - 69",F,89
MT,OUTRAS,DOMICILIO,"60 - 69",M,174
MT,OUTRAS,HOSPITAL,"60 - 69",F,207
MT,OUTRAS,HOSPITAL,"60 - 69",M,346
MT,OUTRAS,IGNORADO,"60 - 69",F,377
MT,OUTRAS,IGNORADO,"60 - 69",M,664
MT,OUTRAS,OUTRO,"60 - 69",F,17
MT,OUTRAS,OUTRO,"60 - 69",M,53
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
MT,OUTRAS,POSTO_SAUDE,"60 - 69",F,1
MT,OUTRAS,VIA_PUBLICA,"60 - 69",F,5
MT,OUTRAS,VIA_PUBLICA,"60 - 69",M,16
MT,COVID,DOMICILIO,"60 - 69",F,4
MT,COVID,DOMICILIO,"60 - 69",M,1
MT,COVID,HOSPITAL,"60 - 69",F,176
MT,COVID,HOSPITAL,"60 - 69",M,270
MT,COVID,IGNORADO,"60 - 69",F,110
MT,COVID,IGNORADO,"60 - 69",M,192
MT,COVID,OUTRO,"60 - 69",F,4
MT,COVID,OUTRO,"60 - 69",M,2
MT,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MT,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
MT,COVID,VIA_PUBLICA,"60 - 69",F,1
MT,COVID,VIA_PUBLICA,"60 - 69",M,1
MT,INDETERMINADA,DOMICILIO,"60 - 69",M,3
MT,INDETERMINADA,HOSPITAL,"60 - 69",M,6
MT,INDETERMINADA,IGNORADO,"60 - 69",F,1
MT,INDETERMINADA,IGNORADO,"60 - 69",M,7
MT,INDETERMINADA,OUTRO,"60 - 69",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,7
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,8
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,35
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,52
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,24
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,29
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,3
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
MT,PNEUMONIA,DOMICILIO,"60 - 69",F,2
MT,PNEUMONIA,DOMICILIO,"60 - 69",M,4
MT,PNEUMONIA,HOSPITAL,"60 - 69",F,52
MT,PNEUMONIA,HOSPITAL,"60 - 69",M,104
MT,PNEUMONIA,IGNORADO,"60 - 69",F,24
MT,PNEUMONIA,IGNORADO,"60 - 69",M,50
MT,PNEUMONIA,OUTRO,"60 - 69",F,1
MT,PNEUMONIA,OUTRO,"60 - 69",M,5
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,SEPTICEMIA,AMBULANCIA,"60 - 69",F,1
MT,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
MT,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
MT,SEPTICEMIA,HOSPITAL,"60 - 69",F,74
MT,SEPTICEMIA,HOSPITAL,"60 - 69",M,81
MT,SEPTICEMIA,IGNORADO,"60 - 69",F,44
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,42
MT,SEPTICEMIA,OUTRO,"60 - 69",M,1
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MT,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MT,SRAG,HOSPITAL,"60 - 69",F,2
MT,SRAG,HOSPITAL,"60 - 69",M,2
MT,SRAG,IGNORADO,"60 - 69",M,3
MT,SRAG,VIA_PUBLICA,"60 - 69",M,1
PA,OUTRAS,AMBULANCIA,"60 - 69",F,1
PA,OUTRAS,DOMICILIO,"60 - 69",F,282
PA,OUTRAS,DOMICILIO,"60 - 69",M,576
PA,OUTRAS,HOSPITAL,"60 - 69",F,500
PA,OUTRAS,HOSPITAL,"60 - 69",I,1
PA,OUTRAS,HOSPITAL,"60 - 69",M,796
PA,OUTRAS,IGNORADO,"60 - 69",F,5
PA,OUTRAS,IGNORADO,"60 - 69",M,7
PA,OUTRAS,OUTRO,"60 - 69",F,35
PA,OUTRAS,OUTRO,"60 - 69",M,108
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,42
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,97
PA,OUTRAS,VIA_PUBLICA,"60 - 69",F,13
PA,OUTRAS,VIA_PUBLICA,"60 - 69",M,54
PA,COVID,DOMICILIO,"60 - 69",F,15
PA,COVID,DOMICILIO,"60 - 69",M,27
PA,COVID,HOSPITAL,"60 - 69",F,409
PA,COVID,HOSPITAL,"60 - 69",M,727
PA,COVID,IGNORADO,"60 - 69",F,3
PA,COVID,IGNORADO,"60 - 69",M,2
PA,COVID,OUTRO,"60 - 69",F,5
PA,COVID,OUTRO,"60 - 69",M,14
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,25
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,43
PA,COVID,VIA_PUBLICA,"60 - 69",F,2
PA,COVID,VIA_PUBLICA,"60 - 69",M,1
PA,INDETERMINADA,DOMICILIO,"60 - 69",F,3
PA,INDETERMINADA,DOMICILIO,"60 - 69",M,14
PA,INDETERMINADA,HOSPITAL,"60 - 69",F,1
PA,INDETERMINADA,HOSPITAL,"60 - 69",M,2
PA,INDETERMINADA,OUTRO,"60 - 69",M,4
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PA,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,25
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,51
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,188
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,274
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,7
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,23
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PA,PNEUMONIA,DOMICILIO,"60 - 69",F,18
PA,PNEUMONIA,DOMICILIO,"60 - 69",M,22
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,241
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,345
PA,PNEUMONIA,OUTRO,"60 - 69",F,1
PA,PNEUMONIA,OUTRO,"60 - 69",M,7
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,20
PA,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PA,SEPTICEMIA,DOMICILIO,"60 - 69",F,16
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,19
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,216
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,241
PA,SEPTICEMIA,OUTRO,"60 - 69",F,3
PA,SEPTICEMIA,OUTRO,"60 - 69",M,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,30
PA,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
PA,SRAG,DOMICILIO,"60 - 69",F,12
PA,SRAG,DOMICILIO,"60 - 69",M,20
PA,SRAG,HOSPITAL,"60 - 69",F,42
PA,SRAG,HOSPITAL,"60 - 69",M,86
PA,SRAG,OUTRO,"60 - 69",F,1
PA,SRAG,OUTRO,"60 - 69",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
PB,OUTRAS,DOMICILIO,"60 - 69",F,319
PB,OUTRAS,DOMICILIO,"60 - 69",M,549
PB,OUTRAS,HOSPITAL,"60 - 69",F,510
PB,OUTRAS,HOSPITAL,"60 - 69",M,632
PB,OUTRAS,IGNORADO,"60 - 69",F,3
PB,OUTRAS,OUTRO,"60 - 69",F,16
PB,OUTRAS,OUTRO,"60 - 69",M,43
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,41
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,51
PB,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
PB,OUTRAS,VIA_PUBLICA,"60 - 69",F,11
PB,OUTRAS,VIA_PUBLICA,"60 - 69",M,29
PB,COVID,DOMICILIO,"60 - 69",F,7
PB,COVID,DOMICILIO,"60 - 69",M,6
PB,COVID,HOSPITAL,"60 - 69",F,240
PB,COVID,HOSPITAL,"60 - 69",M,299
PB,COVID,OUTRO,"60 - 69",F,2
PB,COVID,OUTRO,"60 - 69",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
PB,COVID,POSTO_SAUDE,"60 - 69",M,2
PB,INDETERMINADA,DOMICILIO,"60 - 69",F,4
PB,INDETERMINADA,DOMICILIO,"60 - 69",M,16
PB,INDETERMINADA,HOSPITAL,"60 - 69",F,1
PB,INDETERMINADA,HOSPITAL,"60 - 69",M,3
PB,INDETERMINADA,OUTRO,"60 - 69",F,1
PB,INDETERMINADA,OUTRO,"60 - 69",M,3
PB,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,28
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,48
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,122
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,126
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,5
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
PB,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PB,PNEUMONIA,DOMICILIO,"60 - 69",F,14
PB,PNEUMONIA,DOMICILIO,"60 - 69",M,14
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,137
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,191
PB,PNEUMONIA,IGNORADO,"60 - 69",M,1
PB,PNEUMONIA,OUTRO,"60 - 69",F,2
PB,PNEUMONIA,OUTRO,"60 - 69",M,4
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
PB,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PB,SEPTICEMIA,DOMICILIO,"60 - 69",F,11
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,16
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,211
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,230
PB,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PB,SEPTICEMIA,OUTRO,"60 - 69",M,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
PB,SEPTICEMIA,POSTO_SAUDE,"60 - 69",M,1
PB,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
PB,SRAG,HOSPITAL,"60 - 69",F,20
PB,SRAG,HOSPITAL,"60 - 69",M,12
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PB,SRAG,VIA_PUBLICA,"60 - 69",M,1
PE,OUTRAS,DOMICILIO,"60 - 69",F,652
PE,OUTRAS,DOMICILIO,"60 - 69",M,1196
PE,OUTRAS,HOSPITAL,"60 - 69",F,1455
PE,OUTRAS,HOSPITAL,"60 - 69",M,1804
PE,OUTRAS,IGNORADO,"60 - 69",F,11
PE,OUTRAS,IGNORADO,"60 - 69",M,19
PE,OUTRAS,OUTRO,"60 - 69",F,30
PE,OUTRAS,OUTRO,"60 - 69",M,120
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,92
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,130
PE,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
PE,OUTRAS,VIA_PUBLICA,"60 - 69",F,31
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,84
PE,COVID,DOMICILIO,"60 - 69",F,6
PE,COVID,DOMICILIO,"60 - 69",M,16
PE,COVID,HOSPITAL,"60 - 69",F,667
PE,COVID,HOSPITAL,"60 - 69",M,852
PE,COVID,IGNORADO,"60 - 69",F,2
PE,COVID,IGNORADO,"60 - 69",M,1
PE,COVID,OUTRO,"60 - 69",F,1
PE,COVID,OUTRO,"60 - 69",M,4
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,19
PE,COVID,POSTO_SAUDE,"60 - 69",M,1
PE,COVID,SAMU,"60 - 69",F,1
PE,COVID,VIA_PUBLICA,"60 - 69",F,1
PE,INDETERMINADA,DOMICILIO,"60 - 69",F,12
PE,INDETERMINADA,DOMICILIO,"60 - 69",M,21
PE,INDETERMINADA,HOSPITAL,"60 - 69",F,27
PE,INDETERMINADA,HOSPITAL,"60 - 69",M,18
PE,INDETERMINADA,IGNORADO,"60 - 69",F,1
PE,INDETERMINADA,IGNORADO,"60 - 69",M,1
PE,INDETERMINADA,OUTRO,"60 - 69",F,1
PE,INDETERMINADA,OUTRO,"60 - 69",M,9
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,60
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,71
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,267
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,304
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,2
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,5
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
PE,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,4
PE,PNEUMONIA,DOMICILIO,"60 - 69",F,22
PE,PNEUMONIA,DOMICILIO,"60 - 69",M,37
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,319
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,397
PE,PNEUMONIA,OUTRO,"60 - 69",F,5
PE,PNEUMONIA,OUTRO,"60 - 69",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
PE,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PE,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PE,SEPTICEMIA,DOMICILIO,"60 - 69",F,30
PE,SEPTICEMIA,DOMICILIO,"60 - 69",M,43
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,782
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,931
PE,SEPTICEMIA,IGNORADO,"60 - 69",F,2
PE,SEPTICEMIA,IGNORADO,"60 - 69",M,2
PE,SEPTICEMIA,OUTRO,"60 - 69",M,4
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,16
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,19
PE,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
PE,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
PE,SRAG,DOMICILIO,"60 - 69",F,18
PE,SRAG,DOMICILIO,"60 - 69",M,37
PE,SRAG,HOSPITAL,"60 - 69",F,332
PE,SRAG,HOSPITAL,"60 - 69",M,422
PE,SRAG,IGNORADO,"60 - 69",F,2
PE,SRAG,OUTRO,"60 - 69",F,1
PE,SRAG,OUTRO,"60 - 69",M,2
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,19
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,26
PE,SRAG,VIA_PUBLICA,"60 - 69",M,1
PI,OUTRAS,DOMICILIO,"60 - 69",F,191
PI,OUTRAS,DOMICILIO,"60 - 69",M,310
PI,OUTRAS,HOSPITAL,"60 - 69",F,215
PI,OUTRAS,HOSPITAL,"60 - 69",M,300
PI,OUTRAS,IGNORADO,"60 - 69",F,1
PI,OUTRAS,IGNORADO,"60 - 69",M,2
PI,OUTRAS,OUTRO,"60 - 69",F,11
PI,OUTRAS,OUTRO,"60 - 69",M,19
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
PI,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
PI,OUTRAS,VIA_PUBLICA,"60 - 69",M,17
PI,COVID,DOMICILIO,"60 - 69",F,5
PI,COVID,DOMICILIO,"60 - 69",M,2
PI,COVID,HOSPITAL,"60 - 69",F,120
PI,COVID,HOSPITAL,"60 - 69",M,185
PI,COVID,OUTRO,"60 - 69",F,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PI,COVID,VIA_PUBLICA,"60 - 69",F,1
PI,COVID,VIA_PUBLICA,"60 - 69",M,1
PI,INDETERMINADA,DOMICILIO,"60 - 69",F,2
PI,INDETERMINADA,DOMICILIO,"60 - 69",M,7
PI,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PI,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,32
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,42
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,58
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,95
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,5
PI,PNEUMONIA,DOMICILIO,"60 - 69",F,7
PI,PNEUMONIA,DOMICILIO,"60 - 69",M,17
PI,PNEUMONIA,HOSPITAL,"60 - 69",F,86
PI,PNEUMONIA,HOSPITAL,"60 - 69",I,1
PI,PNEUMONIA,HOSPITAL,"60 - 69",M,118
PI,PNEUMONIA,OUTRO,"60 - 69",M,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PI,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
PI,SEPTICEMIA,DOMICILIO,"60 - 69",M,11
PI,SEPTICEMIA,HOSPITAL,"60 - 69",F,95
PI,SEPTICEMIA,HOSPITAL,"60 - 69",M,111
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,SRAG,DOMICILIO,"60 - 69",F,1
PI,SRAG,HOSPITAL,"60 - 69",F,4
PI,SRAG,HOSPITAL,"60 - 69",M,7
PR,OUTRAS,AMBULANCIA,"60 - 69",F,1
PR,OUTRAS,DOMICILIO,"60 - 69",F,773
PR,OUTRAS,DOMICILIO,"60 - 69",I,1
PR,OUTRAS,DOMICILIO,"60 - 69",M,1470
PR,OUTRAS,HOSPITAL,"60 - 69",F,1722
PR,OUTRAS,HOSPITAL,"60 - 69",I,3
PR,OUTRAS,HOSPITAL,"60 - 69",M,2534
PR,OUTRAS,IGNORADO,"60 - 69",F,2
PR,OUTRAS,IGNORADO,"60 - 69",M,4
PR,OUTRAS,OUTRO,"60 - 69",F,72
PR,OUTRAS,OUTRO,"60 - 69",M,214
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,104
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,188
PR,OUTRAS,POSTO_SAUDE,"60 - 69",F,6
PR,OUTRAS,POSTO_SAUDE,"60 - 69",M,3
PR,OUTRAS,VIA_PUBLICA,"60 - 69",F,20
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,113
PR,COVID,DOMICILIO,"60 - 69",F,23
PR,COVID,DOMICILIO,"60 - 69",M,25
PR,COVID,HOSPITAL,"60 - 69",F,834
PR,COVID,HOSPITAL,"60 - 69",M,1256
PR,COVID,IGNORADO,"60 - 69",M,1
PR,COVID,OUTRO,"60 - 69",F,15
PR,COVID,OUTRO,"60 - 69",M,24
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,17
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,32
PR,COVID,VIA_PUBLICA,"60 - 69",M,2
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,22
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,38
PR,INDETERMINADA,HOSPITAL,"60 - 69",F,3
PR,INDETERMINADA,HOSPITAL,"60 - 69",M,5
PR,INDETERMINADA,OUTRO,"60 - 69",F,1
PR,INDETERMINADA,OUTRO,"60 - 69",M,3
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PR,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,5
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,59
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,69
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,257
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",I,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,355
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,8
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,21
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PR,PNEUMONIA,DOMICILIO,"60 - 69",F,12
PR,PNEUMONIA,DOMICILIO,"60 - 69",M,25
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,505
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,789
PR,PNEUMONIA,OUTRO,"60 - 69",F,5
PR,PNEUMONIA,OUTRO,"60 - 69",M,4
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
PR,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",F,10
PR,SEPTICEMIA,DOMICILIO,"60 - 69",M,13
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,638
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,889
PR,SEPTICEMIA,IGNORADO,"60 - 69",F,1
PR,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PR,SEPTICEMIA,OUTRO,"60 - 69",F,9
PR,SEPTICEMIA,OUTRO,"60 - 69",M,10
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,18
PR,SRAG,HOSPITAL,"60 - 69",F,20
PR,SRAG,HOSPITAL,"60 - 69",M,37
PR,SRAG,IGNORADO,"60 - 69",M,1
PR,SRAG,OUTRO,"60 - 69",M,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RJ,OUTRAS,DOMICILIO,"60 - 69",F,1298
RJ,OUTRAS,DOMICILIO,"60 - 69",M,2385
RJ,OUTRAS,HOSPITAL,"60 - 69",F,4037
RJ,OUTRAS,HOSPITAL,"60 - 69",I,1
RJ,OUTRAS,HOSPITAL,"60 - 69",M,4991
RJ,OUTRAS,IGNORADO,"60 - 69",F,13
RJ,OUTRAS,IGNORADO,"60 - 69",M,14
RJ,OUTRAS,OUTRO,"60 - 69",F,56
RJ,OUTRAS,OUTRO,"60 - 69",M,199
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1075
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1405
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",F,21
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,110
RJ,COVID,DOMICILIO,"60 - 69",F,22
RJ,COVID,DOMICILIO,"60 - 69",M,47
RJ,COVID,HOSPITAL,"60 - 69",F,2388
RJ,COVID,HOSPITAL,"60 - 69",M,3270
RJ,COVID,IGNORADO,"60 - 69",F,3
RJ,COVID,IGNORADO,"60 - 69",M,6
RJ,COVID,OUTRO,"60 - 69",F,7
RJ,COVID,OUTRO,"60 - 69",M,9
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,231
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,335
RJ,COVID,VIA_PUBLICA,"60 - 69",F,4
