uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,INDETERMINADA,IGNORADO,"60 - 69",F,1
MG,INDETERMINADA,IGNORADO,"60 - 69",M,5
MG,INDETERMINADA,OUTRO,"60 - 69",M,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
MG,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,1
MG,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,17
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,29
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,132
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,160
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,19
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
MG,PNEUMONIA,DOMICILIO,"60 - 69",F,5
MG,PNEUMONIA,DOMICILIO,"60 - 69",M,10
MG,PNEUMONIA,HOSPITAL,"60 - 69",F,176
MG,PNEUMONIA,HOSPITAL,"60 - 69",M,286
MG,PNEUMONIA,IGNORADO,"60 - 69",F,2
MG,PNEUMONIA,IGNORADO,"60 - 69",M,5
MG,PNEUMONIA,OUTRO,"60 - 69",F,1
MG,PNEUMONIA,OUTRO,"60 - 69",M,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
MG,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
MG,SEPTICEMIA,DOMICILIO,"60 - 69",M,5
MG,SEPTICEMIA,HOSPITAL,"60 - 69",F,283
MG,SEPTICEMIA,HOSPITAL,"60 - 69",M,384
MG,SEPTICEMIA,IGNORADO,"60 - 69",F,3
MG,SEPTICEMIA,IGNORADO,"60 - 69",M,7
MG,SEPTICEMIA,OUTRO,"60 - 69",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,14
MG,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,2
MG,SRAG,DOMICILIO,"60 - 69",F,1
MG,SRAG,HOSPITAL,"60 - 69",F,14
MG,SRAG,HOSPITAL,"60 - 69",M,15
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MS,OUTRAS,DOMICILIO,"60 - 69",F,31
MS,OUTRAS,DOMICILIO,"60 - 69",M,71
MS,OUTRAS,HOSPITAL,"60 - 69",F,92
MS,OUTRAS,HOSPITAL,"60 - 69",M,120
MS,OUTRAS,IGNORADO,"60 - 69",M,1
MS,OUTRAS,OUTRO,"60 - 69",F,3
MS,OUTRAS,OUTRO,"60 - 69",M,9
MS,OUTRAS,POSTO_SAUDE,"60 - 69",F,1
MS,OUTRAS,VIA_PUBLICA,"60 - 69",M,5
MS,COVID,DOMICILIO,"60 - 69",F,1
MS,COVID,DOMICILIO,"60 - 69",M,4
MS,COVID,HOSPITAL,"60 - 69",F,136
MS,COVID,HOSPITAL,"60 - 69",M,168
MS,COVID,OUTRO,"60 - 69",F,1
MS,COVID,VIA_PUBLICA,"60 - 69",F,1
MS,COVID,VIA_PUBLICA,"60 - 69",M,1
MS,INDETERMINADA,HOSPITAL,"60 - 69",F,1
MS,INDETERMINADA,OUTRO,"60 - 69",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,18
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,22
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
MS,PNEUMONIA,DOMICILIO,"60 - 69",M,2
MS,PNEUMONIA,HOSPITAL,"60 - 69",F,34
MS,PNEUMONIA,HOSPITAL,"60 - 69",M,48
MS,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
MS,SEPTICEMIA,HOSPITAL,"60 - 69",F,21
MS,SEPTICEMIA,HOSPITAL,"60 - 69",M,40
MS,SRAG,HOSPITAL,"60 - 69",F,4
MS,SRAG,HOSPITAL,"60 - 69",M,1
MT,OUTRAS,DOMICILIO,"60 - 69",F,17
MT,OUTRAS,DOMICILIO,"60 - 69",M,28
MT,OUTRAS,HOSPITAL,"60 - 69",F,47
MT,OUTRAS,HOSPITAL,"60 - 69",M,78
MT,OUTRAS,IGNORADO,"60 - 69",F,33
MT,OUTRAS,IGNORADO,"60 - 69",M,61
MT,OUTRAS,OUTRO,"60 - 69",F,2
MT,OUTRAS,OUTRO,"60 - 69",M,7
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MT,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
MT,OUTRAS,VIA_PUBLICA,"60 - 69",M,3
MT,COVID,DOMICILIO,"60 - 69",F,1
MT,COVID,DOMICILIO,"60 - 69",M,2
MT,COVID,HOSPITAL,"60 - 69",F,74
MT,COVID,HOSPITAL,"60 - 69",M,109
MT,COVID,IGNORADO,"60 - 69",F,57
MT,COVID,IGNORADO,"60 - 69",M,73
MT,COVID,OUTRO,"60 - 69",F,1
MT,COVID,OUTRO,"60 - 69",M,3
MT,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MT,COVID,VIA_PUBLICA,"60 - 69",M,1
MT,INDETERMINADA,HOSPITAL,"60 - 69",F,1
MT,INDETERMINADA,IGNORADO,"60 - 69",M,2
MT,INDETERMINADA,OUTRO,"60 - 69",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,10
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,17
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,10
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,5
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MT,PNEUMONIA,HOSPITAL,"60 - 69",F,6
MT,PNEUMONIA,HOSPITAL,"60 - 69",M,20
MT,PNEUMONIA,IGNORADO,"60 - 69",F,8
MT,PNEUMONIA,IGNORADO,"60 - 69",M,11
MT,PNEUMONIA,OUTRO,"60 - 69",F,1
MT,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
MT,SEPTICEMIA,HOSPITAL,"60 - 69",F,16
MT,SEPTICEMIA,HOSPITAL,"60 - 69",M,16
MT,SEPTICEMIA,IGNORADO,"60 - 69",F,15
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,16
MT,SEPTICEMIA,OUTRO,"60 - 69",M,2
MT,SRAG,IGNORADO,"60 - 69",M,1
PA,OUTRAS,DOMICILIO,"60 - 69",F,36
PA,OUTRAS,DOMICILIO,"60 - 69",M,96
PA,OUTRAS,HOSPITAL,"60 - 69",F,70
PA,OUTRAS,HOSPITAL,"60 - 69",M,112
PA,OUTRAS,IGNORADO,"60 - 69",F,2
PA,OUTRAS,IGNORADO,"60 - 69",M,2
PA,OUTRAS,OUTRO,"60 - 69",F,4
PA,OUTRAS,OUTRO,"60 - 69",M,8
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
PA,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
PA,OUTRAS,VIA_PUBLICA,"60 - 69",M,16
PA,COVID,DOMICILIO,"60 - 69",F,5
PA,COVID,HOSPITAL,"60 - 69",F,116
PA,COVID,HOSPITAL,"60 - 69",M,153
PA,COVID,IGNORADO,"60 - 69",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
PA,INDETERMINADA,DOMICILIO,"60 - 69",F,1
PA,INDETERMINADA,DOMICILIO,"60 - 69",M,1
PA,INDETERMINADA,HOSPITAL,"60 - 69",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,21
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,22
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PA,PNEUMONIA,DOMICILIO,"60 - 69",M,2
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,27
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,57
PA,PNEUMONIA,OUTRO,"60 - 69",M,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PA,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,30
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,21
PA,SRAG,HOSPITAL,"60 - 69",F,5
PA,SRAG,HOSPITAL,"60 - 69",M,4
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PB,OUTRAS,DOMICILIO,"60 - 69",F,79
PB,OUTRAS,DOMICILIO,"60 - 69",M,112
PB,OUTRAS,HOSPITAL,"60 - 69",F,111
PB,OUTRAS,HOSPITAL,"60 - 69",M,109
PB,OUTRAS,IGNORADO,"60 - 69",M,2
PB,OUTRAS,OUTRO,"60 - 69",F,4
PB,OUTRAS,OUTRO,"60 - 69",M,6
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
PB,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
PB,OUTRAS,VIA_PUBLICA,"60 - 69",M,6
PB,COVID,DOMICILIO,"60 - 69",F,1
PB,COVID,DOMICILIO,"60 - 69",M,3
PB,COVID,HOSPITAL,"60 - 69",F,104
PB,COVID,HOSPITAL,"60 - 69",M,128
PB,COVID,OUTRO,"60 - 69",F,1
PB,COVID,OUTRO,"60 - 69",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
PB,COVID,VIA_PUBLICA,"60 - 69",F,1
PB,INDETERMINADA,DOMICILIO,"60 - 69",M,2
PB,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,5
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,6
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,17
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,25
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PB,PNEUMONIA,DOMICILIO,"60 - 69",F,3
PB,PNEUMONIA,DOMICILIO,"60 - 69",M,2
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,29
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,34
PB,PNEUMONIA,OUTRO,"60 - 69",M,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PB,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,43
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,40
PB,SEPTICEMIA,OUTRO,"60 - 69",F,1
PB,SEPTICEMIA,OUTRO,"60 - 69",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
PB,SRAG,DOMICILIO,"60 - 69",M,1
PB,SRAG,HOSPITAL,"60 - 69",M,2
PB,SRAG,IGNORADO,"60 - 69",F,1
PE,OUTRAS,DOMICILIO,"60 - 69",F,132
PE,OUTRAS,DOMICILIO,"60 - 69",M,228
PE,OUTRAS,HOSPITAL,"60 - 69",F,282
PE,OUTRAS,HOSPITAL,"60 - 69",M,343
PE,OUTRAS,IGNORADO,"60 - 69",F,5
PE,OUTRAS,IGNORADO,"60 - 69",M,11
PE,OUTRAS,OUTRO,"60 - 69",F,1
PE,OUTRAS,OUTRO,"60 - 69",M,17
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,23
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,27
PE,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,19
PE,COVID,DOMICILIO,"60 - 69",F,2
PE,COVID,DOMICILIO,"60 - 69",M,1
PE,COVID,HOSPITAL,"60 - 69",F,197
PE,COVID,HOSPITAL,"60 - 69",M,272
PE,COVID,IGNORADO,"60 - 69",F,1
PE,COVID,IGNORADO,"60 - 69",M,1
PE,COVID,OUTRO,"60 - 69",M,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PE,INDETERMINADA,DOMICILIO,"60 - 69",F,3
PE,INDETERMINADA,DOMICILIO,"60 - 69",M,8
PE,INDETERMINADA,HOSPITAL,"60 - 69",F,5
PE,INDETERMINADA,HOSPITAL,"60 - 69",M,2
PE,INDETERMINADA,OUTRO,"60 - 69",M,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,8
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,42
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,37
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PE,PNEUMONIA,DOMICILIO,"60 - 69",F,1
PE,PNEUMONIA,DOMICILIO,"60 - 69",M,3
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,51
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,73
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PE,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
PE,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,170
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,196
PE,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PE,SEPTICEMIA,OUTRO,"60 - 69",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,SRAG,DOMICILIO,"60 - 69",F,3
PE,SRAG,DOMICILIO,"60 - 69",M,1
PE,SRAG,HOSPITAL,"60 - 69",F,57
PE,SRAG,HOSPITAL,"60 - 69",M,54
PE,SRAG,IGNORADO,"60 - 69",F,1
PE,SRAG,IGNORADO,"60 - 69",M,1
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PI,OUTRAS,DOMICILIO,"60 - 69",F,24
PI,OUTRAS,DOMICILIO,"60 - 69",M,49
PI,OUTRAS,HOSPITAL,"60 - 69",F,39
PI,OUTRAS,HOSPITAL,"60 - 69",M,39
PI,OUTRAS,OUTRO,"60 - 69",M,5
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
PI,OUTRAS,VIA_PUBLICA,"60 - 69",M,3
PI,COVID,DOMICILIO,"60 - 69",F,1
PI,COVID,DOMICILIO,"60 - 69",M,2
PI,COVID,HOSPITAL,"60 - 69",F,25
PI,COVID,HOSPITAL,"60 - 69",M,47
PI,COVID,OUTRO,"60 - 69",M,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PI,INDETERMINADA,DOMICILIO,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,3
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,9
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,PNEUMONIA,DOMICILIO,"60 - 69",M,2
PI,PNEUMONIA,HOSPITAL,"60 - 69",F,18
PI,PNEUMONIA,HOSPITAL,"60 - 69",M,12
PI,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
PI,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
PI,SEPTICEMIA,HOSPITAL,"60 - 69",F,13
PI,SEPTICEMIA,HOSPITAL,"60 - 69",M,13
PI,SRAG,HOSPITAL,"60 - 69",M,1
PR,OUTRAS,DOMICILIO,"60 - 69",F,167
PR,OUTRAS,DOMICILIO,"60 - 69",M,299
PR,OUTRAS,HOSPITAL,"60 - 69",F,360
PR,OUTRAS,HOSPITAL,"60 - 69",I,1
PR,OUTRAS,HOSPITAL,"60 - 69",M,500
PR,OUTRAS,IGNORADO,"60 - 69",M,2
PR,OUTRAS,OUTRO,"60 - 69",F,13
PR,OUTRAS,OUTRO,"60 - 69",M,41
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,24
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,30
PR,OUTRAS,VIA_PUBLICA,"60 - 69",F,6
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,19
PR,COVID,DOMICILIO,"60 - 69",F,14
PR,COVID,DOMICILIO,"60 - 69",M,22
PR,COVID,HOSPITAL,"60 - 69",F,579
PR,COVID,HOSPITAL,"60 - 69",M,796
PR,COVID,OUTRO,"60 - 69",F,5
PR,COVID,OUTRO,"60 - 69",M,5
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,26
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,27
PR,COVID,VIA_PUBLICA,"60 - 69",M,3
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,6
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,9
PR,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PR,INDETERMINADA,OUTRO,"60 - 69",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,8
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,22
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,61
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,73
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
PR,PNEUMONIA,DOMICILIO,"60 - 69",F,4
PR,PNEUMONIA,DOMICILIO,"60 - 69",M,6
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,110
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,163
PR,PNEUMONIA,OUTRO,"60 - 69",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PR,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,133
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,194
PR,SEPTICEMIA,OUTRO,"60 - 69",M,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
PR,SRAG,HOSPITAL,"60 - 69",F,10
PR,SRAG,HOSPITAL,"60 - 69",M,11
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RJ,OUTRAS,DOMICILIO,"60 - 69",F,312
RJ,OUTRAS,DOMICILIO,"60 - 69",M,479
RJ,OUTRAS,HOSPITAL,"60 - 69",F,756
RJ,OUTRAS,HOSPITAL,"60 - 69",M,937
RJ,OUTRAS,IGNORADO,"60 - 69",F,3
RJ,OUTRAS,IGNORADO,"60 - 69",M,6
RJ,OUTRAS,OUTRO,"60 - 69",F,13
RJ,OUTRAS,OUTRO,"60 - 69",M,42
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,221
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,267
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,20
RJ,COVID,DOMICILIO,"60 - 69",F,11
RJ,COVID,DOMICILIO,"60 - 69",M,12
RJ,COVID,HOSPITAL,"60 - 69",F,695
RJ,COVID,HOSPITAL,"60 - 69",I,1
RJ,COVID,HOSPITAL,"60 - 69",M,892
RJ,COVID,IGNORADO,"60 - 69",F,1
RJ,COVID,IGNORADO,"60 - 69",M,1
RJ,COVID,OUTRO,"60 - 69",F,2
RJ,COVID,OUTRO,"60 - 69",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,42
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,43
RJ,COVID,VIA_PUBLICA,"60 - 69",F,1
RJ,COVID,VIA_PUBLICA,"60 - 69",M,1
RJ,INDETERMINADA,DOMICILIO,"60 - 69",F,11
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,27
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,9
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,17
RJ,INDETERMINADA,IGNORADO,"60 - 69",F,1
RJ,INDETERMINADA,OUTRO,"60 - 69",M,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,14
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,17
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,18
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,146
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,168
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,26
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,44
RJ,PNEUMONIA,DOMICILIO,"60 - 69",F,4
RJ,PNEUMONIA,DOMICILIO,"60 - 69",M,7
RJ,PNEUMONIA,HOSPITAL,"60 - 69",F,235
RJ,PNEUMONIA,HOSPITAL,"60 - 69",M,333
RJ,PNEUMONIA,OUTRO,"60 - 69",F,1
RJ,PNEUMONIA,OUTRO,"60 - 69",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,30
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,43
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",M,9
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",F,315
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",M,347
RJ,SEPTICEMIA,IGNORADO,"60 - 69",M,1
RJ,SEPTICEMIA,OUTRO,"60 - 69",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,53
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,46
RJ,SRAG,HOSPITAL,"60 - 69",F,25
RJ,SRAG,HOSPITAL,"60 - 69",M,17
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RN,OUTRAS,DOMICILIO,"60 - 69",F,32
RN,OUTRAS,DOMICILIO,"60 - 69",M,48
RN,OUTRAS,HOSPITAL,"60 - 69",F,67
RN,OUTRAS,HOSPITAL,"60 - 69",M,73
